Ref,Val,Package,PosX,PosY,Rot,Side
"C31","4u7 X7R 100V","C_1206_3216_DensityHigh",29.000000,54.900000,0.000000,bottom
"C32","4u7 X7R 100V","C_1206_3216_DensityHigh",29.000000,52.900000,0.000000,bottom
"C33","4u7 X7R 100V","C_1206_3216_DensityHigh",5.650400,42.699900,180.000000,bottom
"C34","4u7 X7R 100V","C_1206_3216_DensityHigh",41.000000,50.900000,180.000000,bottom
"C35","4u7 X7R 100V","C_1206_3216_DensityHigh",41.000000,52.900000,180.000000,bottom
"C36","4u7 X7R 100V","C_1206_3216_DensityHigh",41.000000,54.900000,180.000000,bottom
"C39","4u7 X7R 100V","C_1206_3216_DensityHigh",5.650400,40.699900,180.000000,bottom
"C40","4u7 X7R 100V","C_1206_3216_DensityHigh",42.000000,40.630000,-90.000000,bottom
"C41","4u7 X7R 100V","C_1206_3216_DensityHigh",40.000000,40.630000,-90.000000,bottom
"C42","4u7 X7R 100V","C_1206_3216_DensityHigh",38.000000,40.630001,-90.000000,bottom
"C43","4u7 X7R 100V","C_1206_3216_DensityHigh",36.000000,40.630000,-90.000000,bottom
"C44","4u7 X7R 100V","C_1206_3216_DensityHigh",34.000001,40.630000,-90.000000,bottom
"C45","2u2 X7R 100V","R_0805_2012_DensityHigh",10.700400,30.799900,180.000000,bottom
"C46","4u7 X7R 100V","C_1206_3216_DensityHigh",32.000001,40.630001,-90.000000,bottom
"C47","4u7 X7R 100V","C_1206_3216_DensityHigh",30.000001,40.630002,-90.000000,bottom
"C48","4u7 X7R 100V","C_1206_3216_DensityHigh",28.000000,40.630000,-90.000000,bottom
"C49","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650000,46.700000,180.000000,bottom
"C51","4u7 X7R 100V","C_1206_3216_DensityHigh",29.000001,50.899999,0.000000,bottom
"C52","2u2 X7R 100V","R_0805_2012_DensityHigh",9.900400,32.999900,-90.000000,bottom
"C53","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,40.699900,0.000000,bottom
"C54","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,44.699900,0.000000,bottom
"C55","4u7 X7R 100V","C_1206_3216_DensityHigh",19.350400,36.899900,-90.000000,bottom
"C56","10u X7R 25V","C_0805_2012_DensityHighest",13.225397,32.999902,-90.000000,bottom
"C57","4u7 X7R 100V","C_1206_3216_DensityHigh",21.350400,36.899900,-90.000000,bottom
"C58","4u7 X7R 100V","C_1206_3216_DensityHigh",23.350400,36.899900,-90.000000,bottom
"C59","4u7 X7R 100V","C_1206_3216_DensityHigh",25.350400,36.899900,-90.000000,bottom
"C60","1u X7R 25V","C_0603_1608_DensityHigh",22.850400,32.699900,90.000000,bottom
"C61","4u7 X7R 100V","C_1206_3216_DensityHigh",44.650400,36.924900,-90.000000,bottom
"C62","4u7 X7R 100V","C_1206_3216_DensityHigh",46.650400,36.924900,-90.000000,bottom
"C63","4u7 X7R 100V","C_1206_3216_DensityHigh",48.650400,36.924900,-90.000000,bottom
"C64","4u7 X7R 100V","C_1206_3216_DensityHigh",50.650400,36.924900,-90.000000,bottom
"C65","4u7 X7R 100V","C_1206_3216_DensityHigh",41.000000,56.900000,180.000000,bottom
"C67","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,38.749900,0.000000,bottom
"C68","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,40.749900,0.000000,bottom
"C69","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,42.749900,0.000000,bottom
"C70","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300400,44.749900,0.000000,bottom
"C71","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,42.699900,0.000000,bottom
"C72","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,38.749900,180.000000,bottom
"C73","4u7 X7R 100V","C_1206_3216_DensityHigh",9.650400,38.699900,0.000000,bottom
"C74","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,38.699900,180.000000,bottom
"C75","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,40.699900,180.000000,bottom
"C76","10n X7R 100V","C_0402_1005_DensityHigh",28.607906,34.309904,0.000000,bottom
"C77","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,42.699900,180.000000,bottom
"C78","4u7 X7R 100V","C_1206_3216_DensityHigh",13.650400,44.699900,180.000000,bottom
"C79","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,44.749900,180.000000,bottom
"C80","4u7 X7R 100V","C_1206_3216_DensityHigh",64.300400,42.749900,0.000000,bottom
"C81","4u7 X7R 100V","C_1206_3216_DensityHigh",64.300400,40.749900,0.000000,bottom
"C82","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,42.749900,180.000000,bottom
"C83","22u X7R 10V","C_0805_2012_DensityHighest",15.975401,31.224903,180.000000,bottom
"C84","4u7 X7R 16V","C_0603_1608_DensityHigh",28.300400,32.699900,90.000000,bottom
"C85","4u7 X7R 100V","C_1206_3216_DensityHigh",60.300400,40.749900,180.000000,bottom
"C86","4u7 X7R 100V","C_1206_3216_DensityHigh",56.300000,46.750000,0.000000,bottom
"C87","4u7 X7R 100V","C_1206_3216_DensityHigh",29.000000,56.900000,0.000000,bottom
"C102","100n X7R 50V","C_0402_1005_DensityHigh",21.570400,13.769900,90.000000,bottom
"C104","100n X7R 50V","C_0402_1005_DensityHigh",30.600400,36.199900,90.000000,bottom
"C105","100n X7R 50V","C_0402_1005_DensityHigh",54.153385,28.954867,150.000000,bottom
"C106","10u X7R 25V","C_0805_2012_DensityHighest",56.323417,28.249904,-30.000000,bottom
"C107","100n X7R 50V","C_0402_1005_DensityHigh",18.225400,24.374900,-45.000000,bottom
"C110","4u7 X7R 16V","C_0603_1608_DensityHigh",31.750400,14.649900,90.000000,bottom
"C111","100n X7R 50V","C_0402_1005_DensityHigh",32.850400,14.349900,90.000000,bottom
"C125","100n X7R 50V","C_0402_1005_DensityHigh",38.140401,8.609897,-90.000000,bottom
"C131","1n X7R 1kV","C_0603_1608_DensityHigh",11.060000,56.070000,-45.000000,bottom
"C132","1n X7R 1kV","C_0603_1608_DensityHigh",58.940000,56.070000,-135.000000,bottom
"D1","SMBJ51CD-M3/H","DIOM4336X24N",15.900000,59.500000,0.000000,bottom
"D2","SMBJ51CD-M3/H","DIOM4336X24N",54.100000,59.500000,180.000000,bottom
"D14","BAT41KFILM","D_SOD-523",25.040400,14.117400,-90.000000,bottom
"D15","BAT41KFILM","D_SOD-523",23.570400,14.119900,-90.000000,bottom
"FB4","1k @ 100MHz","R_0805_2012_DensityHigh",11.500400,32.999900,90.000000,bottom
"FM2","Fiducial","Fiducial_1mm_Mask2mm",13.500400,21.999900,180.000000,bottom
"FM4","Fiducial","Fiducial_1mm_Mask2mm",56.500400,21.999900,180.000000,bottom
"FM6","Fiducial","Fiducial_1mm_Mask2mm",35.000400,74.999900,180.000000,bottom
"J8","S2B-PH-SM4-TB","JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal",26.300400,7.999900,90.000000,bottom
"J9","S2B-PH-SM4-TB","JST_PH_S2B-PH-SM4-TB_1x02-1MP_P2.00mm_Horizontal",43.700400,7.999900,-90.000000,bottom
"L3","2u2","L_Coilcraft_LPS3314",19.550400,32.199900,-90.000000,bottom
"Q9","PMV90ENER","SOT-23-3",35.000400,9.199900,-90.000000,bottom
"R19","100k 1%","R_0402_1005_DensityHigh",35.000400,19.989900,180.000000,bottom
"R20","100k 1%","R_0402_1005_DensityHigh",35.000400,20.799900,0.000000,bottom
"R28","2k 1%","R_0402_1005_DensityHigh",22.420400,13.769900,90.000000,bottom
"R31","0R","R_0402_1005_DensityHigh",30.200400,34.899900,0.000000,bottom
"R32","0R","R_0402_1005_DensityHigh",54.590891,29.712638,150.000000,bottom
"R34","10R 1%","R_0603_1608_DensityHigh",35.000400,11.939900,180.000000,bottom
"R48","100R 1% 1/5W","R_0402_1005_DensityHigh",20.100010,22.549383,-45.000000,bottom
"R49","100R 1% 1/5W","R_0402_1005_DensityHigh",22.557205,20.092187,-45.000000,bottom
"R53","0R","R_0603_1608_DensityHigh",10.170000,55.200000,-45.000000,bottom
"U4","TPS62172DSG","WSON-8-1EP_2x2mm_P0.5mm_EP0.9x1.6mm_ThermalVias",15.775399,33.374903,0.000000,bottom
"U5","LP2992IM5-3.3/NOPB","SOT95P280X145-5N",25.557900,33.009903,0.000000,bottom
"U7","AS5047P","SOP-14_4.4x5mm_P0.65mm_H1.2mm",35.000400,34.999900,180.000000,bottom
"U8","AS5048B","SOP-14_4.4x5mm_P0.65mm_H1.2mm",52.753518,24.750000,60.000000,bottom
"U9","SN65HVD35DR","SOIC-14 5.4mm",24.393636,24.393348,-135.000000,bottom
"U11","DGD0216WT-7","SOT-23-5",35.000400,14.699900,-90.000000,bottom
"C1","4u7 X7R 16V","C_0603_1608_DensityHigh",43.000400,12.849900,-135.000000,top
"C2","1u X7R 10V","C_0402_1005_DensityHigh",26.000400,24.799900,-135.000000,top
"C3","100n X7R 50V","C_0402_1005_DensityHigh",37.250400,24.374900,-45.000000,top
"C4","100n X7R 50V","C_0402_1005_DensityHigh",26.825400,18.999900,135.000000,top
"C5","100n X7R 50V","C_0402_1005_DensityHigh",32.550400,8.899900,135.000000,top
"C6","1u X7R 10V","C_0402_1005_DensityHigh",27.392557,20.142057,-135.000000,top
"C7","4u7 X5R 25V","C_0402_1005_DensityHigh",28.517557,21.267057,45.000000,top
"C8","100n X7R 50V","C_0402_1005_DensityHigh",42.425400,13.799900,-135.000000,top
"C9","1u X7R 10V","C_0402_1005_DensityHigh",43.090400,18.549900,-45.000000,top
"C10","100n X7R 50V","C_0402_1005_DensityHigh",27.967557,19.567057,-135.000000,top
"C11","100n X7R 50V","C_0402_1005_DensityHigh",29.092557,20.692057,45.000000,top
"C12","1n X7R 25V","C_0402_1005_DensityHigh",32.475400,24.649900,135.000000,top
"C13","1n X7R 25V","C_0402_1005_DensityHigh",30.825400,22.999900,135.000000,top
"C14","1n X7R 25V","C_0402_1005_DensityHigh",29.675400,21.849900,135.000000,top
"C15","2u2 X7R 100V","R_0805_2012_DensityHigh",11.070400,46.799900,0.000000,top
"C16","2u2 X7R 100V","R_0805_2012_DensityHigh",45.150400,32.699900,-135.000000,top
"C17","2u2 X7R 100V","R_0805_2012_DensityHigh",11.075400,42.989900,180.000000,top
"C18","2u2 X7R 100V","R_0805_2012_DensityHigh",49.650400,32.699900,45.000000,top
"C19","4u7 X7R 100V","C_1206_3216_DensityHigh",50.070400,24.449900,-135.000000,top
"C20","2u2 X7R 100V","R_0805_2012_DensityHigh",11.075399,41.451900,180.000000,top
"C21","4u7 X7R 100V","C_1206_3216_DensityHigh",44.920400,29.599900,-135.000000,top
"C22","100n X7R 100V","C_0603_1608_DensityHigh",10.890400,40.089900,180.000000,top
"C23","220n X7S 100V","C_0603_1608_DensityHigh",46.132600,28.537700,-135.000000,top
"C24","1u X7R 10V","C_0402_1005_DensityHigh",7.940400,36.986899,-90.000000,top
"C25","220n X7S 100V","C_0603_1608_DensityHigh",49.010400,25.659900,-135.000000,top
"C26","1u X7R 10V","C_0402_1005_DensityHigh",50.432350,28.722175,135.000000,top
"C27","100n X7R 50V","C_0402_1005_DensityHigh",7.940400,38.659900,-90.000000,top
"C28","100n X7R 50V","C_0402_1005_DensityHigh",50.287887,27.234217,45.000000,top
"C29","100n X7R 50V","C_0402_1005_DensityHigh",8.725400,42.749900,0.000000,top
"C30","15u X7R 25V","C_1210_3225_DensityHigh",42.035451,26.759951,45.000000,top
"C37","22u X7R 10V","C_0805_2012_DensityHighest",8.800399,40.911900,-90.000000,top
"C38","15u X7R 25V","C_1210_3225_DensityHigh",47.232689,21.562717,45.000000,top
"C50","4u7 X7R 100V","C_1206_3216_DensityHigh",52.600000,59.200000,0.000000,top
"C66","4u7 X7R 100V","C_1206_3216_DensityHigh",17.450000,59.200000,180.000000,top
"C88","1u X7R 25V","C_0603_1608_DensityHigh",38.850400,33.219900,-135.000000,top
"C89","4u7 X7R 100V","C_1206_3216_DensityHighest",42.700400,31.674900,-45.000000,top
"C90","100n X7R 16V","C_0402_1005_DensityHigh",31.575400,27.899900,-45.000000,top
"C91","47n X7R 100V","C_0603_1608_DensityHigh",40.610400,30.724900,-45.000000,top
"C92","100n X7R 100V","C_0603_1608_DensityHigh",39.700400,32.369900,45.000000,top
"C93","1u X7R 25V","C_0603_1608_DensityHigh",40.575400,28.999900,-45.000000,top
"C94","1u X7R 6.3V","C_0402_1005_DensityHigh",39.075400,28.549900,45.000000,top
"C95","100n X7R 100V","C_1206_3216_DensityHighest",48.890000,41.600000,180.000000,top
"C96","4u7 X7R 100V","C_1206_3216_DensityHighest",25.400400,41.599900,0.000000,top
"C97","100n X7R 100V","C_1206_3216_DensityHighest",35.000000,41.600000,0.000000,top
"C98","4u7 X7R 100V","C_1206_3216_DensityHighest",30.725000,41.600000,180.000000,top
"C99","100n X7R 100V","C_1206_3216_DensityHighest",21.100000,41.600000,180.000000,top
"C100","4u7 X7R 100V","C_1206_3216_DensityHighest",53.175400,41.599900,0.000000,top
"C101","100n X7R 50V","C_0402_1005_DensityHigh",12.940000,48.830000,180.000000,top
"C103","100n X7R 50V","C_0402_1005_DensityHigh",14.550400,35.774900,-90.000000,top
"C108","100n X7R 50V","C_0402_1005_DensityHigh",58.150401,34.899897,180.000000,top
"C109","100n X7R 50V","C_0402_1005_DensityHigh",54.750402,37.099900,90.000000,top
"C112","100n X7R 50V","C_0402_1005_DensityHigh",54.000400,25.399900,165.000000,top
"C113","100n X7R 50V","C_0402_1005_DensityHigh",13.829383,33.241456,15.000000,top
